DegType	CellType	Network	OverlapCount	DegCount	IntCount	PopCount	Pvalue	OverlapGenes
Down-regulated DEGs	In-PV (Chandelier):437	RIMS1	8	18	156	641	0.0469092723571612	MYCBP2,SARM1,BSN,RBMX,RIMS2,KCTD8,UNC13A,SRPK2
Down-regulated DEGs	In-PV (Chandelier):437	SYNGAP1	2	18	175	917	0.88644167591941	EVL,RBMX
Down-regulated DEGs	In-PV (Chandelier):437	TCF4	1	14	26	446	0.574205836583899	NAP1L1
Down-regulated DEGs	In-SST:235	All combined	16	35	431	1668	0.00804235627454018	ICA1,PTPRO,SCN2A,GRID1,KIAA1217,STRBP,ALK,CNTNAP5,PEX5L,NTRK3,GABBR2,TMCC1,ITFG1,UNC13A,ATP2B2,NEO1
Down-regulated DEGs	In-SST:235	Week 2	6	17	179	923	0.091768493468955	PCM1,PLXNA4,TMCC1,OSBPL6,SLC4A8,PEX5L
Down-regulated DEGs	In-SST:235	Week 3	6	26	236	1300	0.32838788562826	ICA1,PLXNA4,PTPRO,TMCC1,ALK,PEX5L
Down-regulated DEGs	In-SST:235	Week 4	13	20	364	1119	0.00268920444665879	PTPRO,KIAA1217,PDE4B,STRBP,ALK,CNTNAP5,PEX5L,GABBR2,SUGP2,TMCC1,ITFG1,UNC13A,NEO1
Down-regulated DEGs	In-SST:235	Week 7	15	26	386	1194	0.00618963245560709	PLXNA4,PTPRO,SCN2A,MAPK8IP3,GRID1,OSBPL6,ALK,CNTNAP5,PEX5L,SORBS2,NTRK3,TMCC1,ITFG1,ATP2B2,NEO1
Down-regulated DEGs	In-SST:235	CACNA1C	12	28	300	1465	0.00559722536238131	ICA1,PLXNA4,PTPRO,SCN2A,GRID1,STRBP,ALK,CNTNAP5,NTRK3,ITFG1,ATP2B2,NEO1
Down-regulated DEGs	In-SST:235	CUL3	1	3	62	312	0.486767252040564	PLXNA4
Down-regulated DEGs	In-SST:235	HCN1	13	29	363	1225	0.0574572901432544	PCM1,PLXNA4,PTPRO,SCN2A,OSBPL6,ALK,CNTNAP5,PEX5L,MAPK8,TMCC1,ITFG1,ATP2B2,NEO1
Down-regulated DEGs	In-SST:235	RIMS1	4	7	156	641	0.0635453048819767	PCM1,GABBR2,SUGP2,UNC13A
Down-regulated DEGs	In-SST:235	SYNGAP1	2	15	175	917	0.812952353483352	ENAH,KIAA1217
Down-regulated DEGs	In-SST:235	TCF4	1	5	26	446	0.260454080154305	SFPQ
Down-regulated DEGs	Ast:102	All combined	4	12	431	1668	0.377195498180513	LIFR,EPHB1,WASF3,HIP1R
Down-regulated DEGs	Ast:102	Week 2	3	10	179	923	0.303536452806763	ADD3,OSBPL6,HIP1R
Down-regulated DEGs	Ast:102	Week 3	1	9	236	1300	0.836203757436689	HIP1R
Down-regulated DEGs	Ast:102	Week 4	4	7	364	1119	0.160469443920969	LIFR,EPHB1,WASF3,HIP1R
Down-regulated DEGs	Ast:102	Week 7	6	11	386	1194	0.106523687755711	OSBPL6,REPS1,LIFR,NTM,EPHB1,HIP1R
Down-regulated DEGs	Ast:102	CACNA1C	2	12	300	1465	0.739597773584852	LIFR,EPHB1
Down-regulated DEGs	Ast:102	CUL3	1	2	62	312	0.358459065050705	CAMK2G
Down-regulated DEGs	Ast:102	HCN1	5	11	363	1225	0.201368668283567	OSBPL6,REPS1,LIFR,EPHB1,HIP1R
Down-regulated DEGs	Ast:102	RIMS1	2	6	156	641	0.450669755565608	CAMK2G,PLEKHA6
Down-regulated DEGs	Ast:102	SYNGAP1	2	7	175	917	0.398156433042222	NTM,WASF3
Down-regulated DEGs	Ast:102	TCF4	1	4	26	446	0.214232460163949	SFPQ
Down-regulated DEGs	OPC:43	All combined	0	2	431	1668	1	
Down-regulated DEGs	OPC:43	Week 2	1	3	179	923	0.476672686163096	OSBPL6
Down-regulated DEGs	OPC:43	Week 3	0	1	236	1300	1	
Down-regulated DEGs	OPC:43	Week 4	0	0	364	1119	1	
Down-regulated DEGs	OPC:43	Week 7	1	6	386	1194	0.904539037622897	OSBPL6
Down-regulated DEGs	OPC:43	CACNA1C	0	3	300	1465	1	
Down-regulated DEGs	OPC:43	CUL3	0	1	62	312	1	
Down-regulated DEGs	OPC:43	HCN1	2	6	363	1225	0.572282173201024	OSBPL6,RPL13
Down-regulated DEGs	OPC:43	RIMS1	0	2	156	641	1	
Down-regulated DEGs	OPC:43	SYNGAP1	0	4	175	917	1	
Down-regulated DEGs	OPC:43	TCF4	1	1	26	446	0.0582959641255605	SFPQ
Down-regulated DEGs	Oli:23	All combined	0	3	431	1668	1	
Down-regulated DEGs	Oli:23	Week 2	0	6	179	923	1	
Down-regulated DEGs	Oli:23	Week 3	1	2	236	1300	0.330235092082667	TJP1
Down-regulated DEGs	Oli:23	Week 4	0	0	364	1119	1	
Down-regulated DEGs	Oli:23	Week 7	1	3	386	1194	0.690472734176686	TJP1
Down-regulated DEGs	Oli:23	CACNA1C	1	1	300	1465	0.204778156996587	GSN
Down-regulated DEGs	Oli:23	CUL3	1	1	62	312	0.198717948717949	SRCIN1
Down-regulated DEGs	Oli:23	HCN1	0	4	363	1225	1	
Down-regulated DEGs	Oli:23	RIMS1	1	2	156	641	0.427798361934477	SRCIN1
Down-regulated DEGs	Oli:23	SYNGAP1	0	2	175	917	1	
Down-regulated DEGs	Oli:23	TCF4	0	1	26	446	1	
Down-regulated DEGs	Mic:59	All combined	5	8	431	1668	0.0310347756181949	PLCB1,ITM2B,ATP2C1,EVL,IL6ST
Down-regulated DEGs	Mic:59	Week 2	1	5	179	923	0.660593628152851	PLCB1
Down-regulated DEGs	Mic:59	Week 3	3	6	236	1300	0.0770648632856856	PLCB1,ITM2B,ATP2C1
Down-regulated DEGs	Mic:59	Week 4	4	8	364	1119	0.241728855314177	PLCB1,ITM2B,ATP2C1,EVL
Down-regulated DEGs	Mic:59	Week 7	4	6	386	1194	0.0899704110612221	PLCB1,ITM2B,ATP2C1,IL6ST
Down-regulated DEGs	Mic:59	CACNA1C	5	9	300	1465	0.0212688738203904	PLCB1,ITM2B,ATP2C1,IL6ST,GSN
Down-regulated DEGs	Mic:59	CUL3	0	1	62	312	1	
Down-regulated DEGs	Mic:59	HCN1	5	7	363	1225	0.0269303421520025	KHDRBS3,PLCB1,ITM2B,ATP2C1,IL6ST
Down-regulated DEGs	Mic:59	RIMS1	0	4	156	641	1	
Down-regulated DEGs	Mic:59	SYNGAP1	2	6	175	917	0.322075279528912	KHDRBS3,EVL
Down-regulated DEGs	Mic:59	TCF4	0	1	26	446	1	
Down-regulated DEGs	Endo:95	All combined	0	5	431	1668	1	
Down-regulated DEGs	Endo:95	Week 2	1	8	179	923	0.823078428294486	PLCB4
Down-regulated DEGs	Endo:95	Week 3	0	8	236	1300	1	
Down-regulated DEGs	Endo:95	Week 4	2	4	364	1119	0.393091688716592	CHD9,ATP1A2
Down-regulated DEGs	Endo:95	Week 7	0	6	386	1194	1	
Down-regulated DEGs	Endo:95	CACNA1C	0	6	300	1465	1	
Down-regulated DEGs	Endo:95	CUL3	0	2	62	312	1	
Down-regulated DEGs	Endo:95	HCN1	0	5	363	1225	1	
Down-regulated DEGs	Endo:95	RIMS1	2	5	156	641	0.353159233477505	ATP1A2,MYCBP2
Down-regulated DEGs	Endo:95	SYNGAP1	0	6	175	917	1	
Down-regulated DEGs	Endo:95	TCF4	0	5	26	446	1	
