DegType	CellType	Network	OverlapCount	DegCount	IntCount	PopCount	Pvalue	OverlapGenes
All DEGs	In-Reelin:244	All combined	12	29	431	1668	0.0477655803472481	ICA1,DDX50,CNNM2,PTPRG,CNKSR2,EPHB1,CLU,ADCY8,UNC13A,ST7,SCN9A,KHDRBS2
All DEGs	In-Reelin:244	Week 2	2	18	179	923	0.892337255903593	SLC4A8,ST7
All DEGs	In-Reelin:244	Week 3	3	22	236	1300	0.792189042653424	ICA1,THRAP3,SCN9A
All DEGs	In-Reelin:244	Week 4	11	21	364	1119	0.0455256034439292	DDX50,CHD9,CNNM2,PTPRG,THRAP3,CNKSR2,EPHB1,CLU,UNC13A,SCN9A,KHDRBS2
All DEGs	In-Reelin:244	Week 7	7	19	386	1194	0.419199310575227	RAB3C,RAB7A,PTPRG,EPHB1,ADCY8,ST7,SCN9A
All DEGs	In-Reelin:244	CACNA1C	7	20	300	1465	0.0946406147052633	ICA1,DDX50,PTPRG,THRAP3,EPHB1,ADCY8,SCN9A
All DEGs	In-Reelin:244	CUL3	1	7	62	312	0.791486905839998	RAB7A
All DEGs	In-Reelin:244	HCN1	6	25	363	1225	0.798152354920118	PTPRG,RNF150,EPHB1,ADCY8,ST7,SCN9A
All DEGs	In-Reelin:244	RIMS1	5	12	156	641	0.142199294622961	HNRNPL,CLU,CNNM2,UNC13A,PPFIA1
All DEGs	In-Reelin:244	SYNGAP1	4	15	175	917	0.317035585850995	CNKSR2,RAB3C,KHDRBS2,SYN3
All DEGs	In-Reelin:244	TCF4	1	6	26	446	0.304055426902577	SFPQ
All DEGs	In-PV (Basket):565	All combined	25	74	431	1668	0.0746009506897019	ICA1,PTPRN2,ARHGEF12,PTPRO,SARM1,PLCB1,PTPRS,NBEA,EPS15L1,ALK,OSBPL3,EPHA6,WNK2,CNKSR2,CLU,EVL,CAMK2A,EPHA7,TENM3,ICA1L,PNN,CLIP1,RBFOX2,UNC13A,SYN2
All DEGs	In-PV (Basket):565	Week 2	9	42	179	923	0.429286213852365	SDK1,DLG5,PLCB1,OSBPL6,PTPRS,SLC4A8,ADGRL3,JAK1,ATP6V0A1
All DEGs	In-PV (Basket):565	Week 3	14	60	236	1300	0.183597264553625	ICA1,CEP68,PTPRO,GNA12,PLCB1,EPHA7,ADGRL2,PTPRS,ADGRL3,JAK1,ICA1L,CLIP1,ALK,RBFOX2
All DEGs	In-PV (Basket):565	Week 4	22	52	364	1119	0.0841214505367155	ARHGEF12,PTPRO,PKP4,SARM1,PLCB1,CHD9,MAPRE2,PTPRS,FUS,PRICKLE2,ALK,IQSEC1,CNKSR2,CLU,EVL,EPHA7,ICA1L,PNN,CLIP1,RBFOX2,UNC13A,SYN2
All DEGs	In-PV (Basket):565	Week 7	26	53	386	1194	0.00710667872220135	PTPRN2,PTPRO,PLCB1,MAPK8IP3,OSBPL6,PTPRS,ADGRL3,NBEA,EPS15L1,LRBA,PRICKLE2,ALK,PTPRD,OSBPL3,NTM,EPHA6,PPP2R5E,IQSEC1,WNK2,CAMK2A,EPHA7,TENM3,ADGRL2,JAK1,CLIP1,SRPK2
All DEGs	In-PV (Basket):565	CACNA1C	16	59	300	1465	0.131341117269033	ICA1,PTPRN2,ARHGEF12,PTPRO,PLCB1,PTPRS,ALK,PTPRD,EPHA6,GNA12,EPHA7,ADGRL2,JAK1,ICA1L,PNN,RBFOX2
All DEGs	In-PV (Basket):565	CUL3	4	12	62	312	0.19847979237291	ATP6V0A1,CAMK2D,CTNNA2,RALA
All DEGs	In-PV (Basket):565	HCN1	24	59	363	1225	0.0419746334147994	PTPRO,PLCB1,OSBPL6,PTPRS,ADGRL3,NBEA,EPS15L1,LRBA,PRICKLE2,ALK,PTPRD,OSBPL3,MAPK8,EPHA6,PPP2R5E,WNK2,CAMK2A,EPHA7,TENM3,ADGRL2,JAK1,CLIP1,ATP6V0A1,SRPK2
All DEGs	In-PV (Basket):565	RIMS1	13	36	156	641	0.0713482364324205	PLEKHA5,IQSEC1,CLU,SARM1,MAPRE2,VGF,PNN,PRICKLE2,CAMK2D,UNC13A,PTPRD,LSAMP,SRPK2
All DEGs	In-PV (Basket):565	SYNGAP1	13	47	175	917	0.0928279936938893	NTM,IQSEC1,CNKSR2,PKP4,EVL,MAPRE2,PTPRS,PNN,PRICKLE2,ATP6V0A1,DNAJC6,SYN2,SYN3
All DEGs	In-PV (Basket):565	TCF4	1	18	26	446	0.668120515115384	SFPQ
All DEGs	In-PV (Chandelier):517	All combined	20	62	431	1668	0.151877068386277	ICA1,ANKRD28,SLC4A4,NRSN2,CROCC,HM13,SARM1,BSN,EPS15L1,OSBPL3,EPHA6,BMPR2,AUH,CNKSR2,USO1,FAM171B,EVL,CTNNBL1,TENM3,UNC13A
All DEGs	In-PV (Chandelier):517	Week 2	5	39	179	923	0.903160727514238	ANKRD28,OSBPL6,CTNNBL1,SLC4A8,RBMX
All DEGs	In-PV (Chandelier):517	Week 3	6	48	236	1300	0.89467566960933	ICA1,ANKRD28,UBASH3B,CROCC,CTNNBL1,THRAP3
All DEGs	In-PV (Chandelier):517	Week 4	15	33	364	1119	0.0801110519114087	ANKRD28,SLC4A4,PKP4,SARM1,CHD9,BSN,FUS,THRAP3,BMPR2,UBASH3B,CNKSR2,EVL,CTNNBL1,UNC13A,TAF15
All DEGs	In-PV (Chandelier):517	Week 7	18	42	386	1194	0.0956597559509924	NRSN2,HM13,OSBPL6,RAB7A,EPS15L1,PTPRD,OSBPL3,EPHA6,BMPR2,AUH,USO1,FAM171B,CTNNBL1,TENM3,SRGAP2,RIMS2,KCTD8,SRPK2
All DEGs	In-PV (Chandelier):517	CACNA1C	12	48	300	1465	0.264881729153553	ICA1,SLC4A4,CROCC,PTPRD,THRAP3,EPHA6,BMPR2,AUH,CLSTN3,FAM171B,CTNNBL1,TAF15
All DEGs	In-PV (Chandelier):517	CUL3	3	11	62	312	0.378251855088515	HM13,RAB7A,CAMK2D
All DEGs	In-PV (Chandelier):517	HCN1	14	56	363	1225	0.822346713681469	ANKRD28,NRSN2,OSBPL6,EPS15L1,PTPRD,OSBPL3,RNF150,EPHA6,BMPR2,USO1,CTNNBL1,TENM3,KCTD8,SRPK2
All DEGs	In-PV (Chandelier):517	RIMS1	12	26	156	641	0.0109094016260991	MYCBP2,SARM1,TNIK,BSN,RBMX,RIMS2,KCTD8,CAMK2D,YWHAG,UNC13A,PTPRD,SRPK2
All DEGs	In-PV (Chandelier):517	SYNGAP1	6	25	175	917	0.337643430099626	CNKSR2,PKP4,EVL,TNIK,RBMX,SYN3
All DEGs	In-PV (Chandelier):517	TCF4	1	16	26	446	0.623972381785955	NAP1L1
All DEGs	In-SST:294	All combined	17	44	431	1668	0.0404782965850019	ICA1,PTPRO,SCN2A,GRID1,KIAA1217,STRBP,ALK,CNTNAP5,PEX5L,NTRK3,GABBR2,CLU,TMCC1,ITFG1,UNC13A,ATP2B2,NEO1
All DEGs	In-SST:294	Week 2	8	25	179	923	0.0916812192368134	PCM1,PLXNA4,TMCC1,OSBPL6,SLC4A8,ADGRL3,MIB1,PEX5L
All DEGs	In-SST:294	Week 3	8	35	236	1300	0.293872898934819	ICA1,PLXNA4,PTPRO,TMCC1,ADGRL3,MIB1,ALK,PEX5L
All DEGs	In-SST:294	Week 4	14	28	364	1119	0.039310899689849	PTPRO,KIAA1217,PDE4B,STRBP,ALK,CNTNAP5,PEX5L,GABBR2,SUGP2,CLU,TMCC1,ITFG1,UNC13A,NEO1
All DEGs	In-SST:294	Week 7	18	34	386	1194	0.00928567066111418	PLXNA4,PTPRO,SCN2A,GNAS,MAPK8IP3,GRID1,OSBPL6,ADGRL3,MIB1,ALK,CNTNAP5,PEX5L,SORBS2,NTRK3,TMCC1,ITFG1,ATP2B2,NEO1
All DEGs	In-SST:294	CACNA1C	12	36	300	1465	0.0476481701330866	ICA1,PLXNA4,PTPRO,SCN2A,GRID1,STRBP,ALK,CNTNAP5,NTRK3,ITFG1,ATP2B2,NEO1
All DEGs	In-SST:294	CUL3	3	8	62	312	0.198079149345306	PLXNA4,GNAS,HSP90AA1
All DEGs	In-SST:294	HCN1	14	37	363	1225	0.175988790614713	PCM1,PLXNA4,PTPRO,SCN2A,OSBPL6,ADGRL3,ALK,CNTNAP5,PEX5L,MAPK8,TMCC1,ITFG1,ATP2B2,NEO1
All DEGs	In-SST:294	RIMS1	6	12	156	641	0.046649326703814	PCM1,PLEKHA5,GABBR2,SUGP2,CLU,UNC13A
All DEGs	In-SST:294	SYNGAP1	2	19	175	917	0.904308500686305	ENAH,KIAA1217
All DEGs	In-SST:294	TCF4	1	8	26	446	0.383961508607664	SFPQ
All DEGs	Ast:178	All combined	8	28	431	1668	0.440772305081848	ARHGEF12,MED12L,LIFR,EPHB1,WASF3,CLU,HIP1R,NEO1
All DEGs	Ast:178	Week 2	3	25	179	923	0.892017911653008	ADD3,OSBPL6,HIP1R
All DEGs	Ast:178	Week 3	1	22	236	1300	0.988287957466796	HIP1R
All DEGs	Ast:178	Week 4	8	21	364	1119	0.367846393745552	ARHGEF12,MED12L,LIFR,EPHB1,WASF3,CLU,HIP1R,NEO1
All DEGs	Ast:178	Week 7	8	22	386	1194	0.41938341699307	OSBPL6,REPS1,LIFR,NTM,EPHB1,HIP1R,NEO1,PTGES3
All DEGs	Ast:178	CACNA1C	5	27	300	1465	0.676414098900983	ARHGEF12,MED12L,LIFR,EPHB1,NEO1
All DEGs	Ast:178	CUL3	4	8	62	312	0.0527548008159935	CAMK2D,HSP90AB1,CAMK2G,HSP90AA1
All DEGs	Ast:178	HCN1	8	29	363	1225	0.665299417843385	OSBPL6,REPS1,LIFR,EPHB1,MARK3,HIP1R,NEO1,PTGES3
All DEGs	Ast:178	RIMS1	4	16	156	641	0.572718045151255	CAMK2G,CLU,PLEKHA6,CAMK2D
All DEGs	Ast:178	SYNGAP1	2	18	175	917	0.88644167591941	NTM,WASF3
All DEGs	Ast:178	TCF4	1	7	26	446	0.345179424403789	SFPQ
All DEGs	OPC:81	All combined	1	8	431	1668	0.909042161286477	IL6ST
All DEGs	OPC:81	Week 2	1	8	179	923	0.823078428294486	OSBPL6
All DEGs	OPC:81	Week 3	0	9	236	1300	1	
All DEGs	OPC:81	Week 4	1	5	364	1119	0.860778302051274	PDE4B
All DEGs	OPC:81	Week 7	3	12	386	1194	0.800321772973399	OSBPL6,IL6ST,PIP4K2A
All DEGs	OPC:81	CACNA1C	1	11	300	1465	0.920356576102729	IL6ST
All DEGs	OPC:81	CUL3	1	3	62	312	0.486767252040564	HSP90AA1
All DEGs	OPC:81	HCN1	3	11	363	1225	0.67877559677546	OSBPL6,RPL13,IL6ST
All DEGs	OPC:81	RIMS1	2	9	156	641	0.685299808631794	HNRNPU,FXR1
All DEGs	OPC:81	SYNGAP1	0	10	175	917	1	
All DEGs	OPC:81	TCF4	1	4	26	446	0.214232460163949	SFPQ
All DEGs	Oli:71	All combined	3	9	431	1668	0.422894831845017	ANKRD28,CCP110,PEX5L
All DEGs	Oli:71	Week 2	2	12	179	923	0.709362027789104	ANKRD28,PEX5L
All DEGs	Oli:71	Week 3	4	8	236	1300	0.0403846625447585	ANKRD28,ROBO1,PEX5L,TJP1
All DEGs	Oli:71	Week 4	3	4	364	1119	0.10369850425697	ANKRD28,ROBO1,PEX5L
All DEGs	Oli:71	Week 7	4	8	386	1194	0.237766201727589	CCP110,PEX5L,TJP1,GNAO1
All DEGs	Oli:71	CACNA1C	1	4	300	1465	0.600520637359191	GSN
All DEGs	Oli:71	CUL3	2	3	62	312	0.101842691070987	GNAO1,SRCIN1
All DEGs	Oli:71	HCN1	3	10	363	1225	0.608094570998739	ANKRD28,CCP110,PEX5L
All DEGs	Oli:71	RIMS1	1	5	156	641	0.753266924109976	SRCIN1
All DEGs	Oli:71	SYNGAP1	0	4	175	917	1	
All DEGs	Oli:71	TCF4	0	2	26	446	1	
All DEGs	Mic:185	All combined	6	20	431	1668	0.416828125298146	PLCB1,ITM2B,ATP2C1,EVL,C1QC,IL6ST
All DEGs	Mic:185	Week 2	2	15	179	923	0.820688317889419	GNA13,PLCB1
All DEGs	Mic:185	Week 3	4	18	236	1300	0.418217961583462	UBASH3B,PLCB1,ITM2B,ATP2C1
All DEGs	Mic:185	Week 4	7	14	364	1119	0.132975750648006	PLCB1,ITM2B,ATP2C1,UBASH3B,EVL,GNA13,C1QC
All DEGs	Mic:185	Week 7	5	16	386	1194	0.630028176516748	PLCB1,ITM2B,RAB7A,ATP2C1,IL6ST
All DEGs	Mic:185	CACNA1C	6	19	300	1465	0.175679299860251	PLCB1,ITM2B,ATP2C1,GNA13,IL6ST,GSN
All DEGs	Mic:185	CUL3	1	5	62	312	0.672329590304803	RAB7A
All DEGs	Mic:185	HCN1	6	19	363	1225	0.512541285278436	KHDRBS3,PLCB1,ITM2B,ATP2C1,C1QC,IL6ST
All DEGs	Mic:185	RIMS1	2	12	156	641	0.831512310940712	ERC2,SDCBP
All DEGs	Mic:185	SYNGAP1	2	11	175	917	0.651611059220903	KHDRBS3,EVL
All DEGs	Mic:185	TCF4	0	4	26	446	1	
All DEGs	Endo:136	All combined	0	16	431	1668	1	
All DEGs	Endo:136	Week 2	2	19	179	923	0.909614531874765	YBX3,PLCB4
All DEGs	Endo:136	Week 3	0	19	236	1300	1	
All DEGs	Endo:136	Week 4	2	15	364	1119	0.978145736230257	CHD9,ATP1A2
All DEGs	Endo:136	Week 7	0	15	386	1194	1	
All DEGs	Endo:136	CACNA1C	0	19	300	1465	1	
All DEGs	Endo:136	CUL3	1	12	62	312	0.933626966393563	PFN1
All DEGs	Endo:136	HCN1	3	18	363	1225	0.937469978412208	RPL13,RPL6,YBX3
All DEGs	Endo:136	RIMS1	3	16	156	641	0.789285169277749	ATP1A2,RPL6,MYCBP2
All DEGs	Endo:136	SYNGAP1	0	16	175	917	1	
All DEGs	Endo:136	TCF4	0	9	26	446	1	
Up-regulated DEGs	Ex-NRGN:163	All combined	6	28	431	1668	0.770122652862492	EPN2,BMPR2,WASF1,NEGR1,SEC23A,ST7
Up-regulated DEGs	Ex-NRGN:163	Week 2	5	28	179	923	0.659545130883322	PCM1,GTF2I,PPFIA2,OSBPL6,ST7
Up-regulated DEGs	Ex-NRGN:163	Week 3	3	28	236	1300	0.907868485528538	POM121C,SYT7,NEGR1
Up-regulated DEGs	Ex-NRGN:163	Week 4	7	23	364	1119	0.662429920508629	EPN2,POM121C,PTPRA,BMPR2,WASF1,NEGR1,SEC23A
Up-regulated DEGs	Ex-NRGN:163	Week 7	9	34	386	1194	0.822190688189965	RAB5B,MAPK8IP3,OSBPL6,PTPRA,BMPR2,PPIA,NEGR1,ST7,PTGES3
Up-regulated DEGs	Ex-NRGN:163	CACNA1C	2	33	300	1465	0.995391227906427	PTPRA,BMPR2
Up-regulated DEGs	Ex-NRGN:163	CUL3	2	12	62	312	0.72700965675679	PPIA,UCHL1
Up-regulated DEGs	Ex-NRGN:163	HCN1	9	31	363	1225	0.598028471672222	PCM1,RAB5B,OSBPL6,BMPR2,PPFIA2,RPL28,RPL4,ST7,PTGES3
Up-regulated DEGs	Ex-NRGN:163	RIMS1	9	20	156	641	0.0325483841949239	PCM1,ELAVL3,PPFIA2,HNRNPDL,GRIP1,TNIK,YWHAH,RPL4,HNRNPM
Up-regulated DEGs	Ex-NRGN:163	SYNGAP1	5	25	175	917	0.535118109264902	EPN2,TNIK,WASF1,NEGR1,SEC23A
Up-regulated DEGs	Ex-NRGN:163	TCF4	1	14	26	446	0.574205836583899	UCHL1
Up-regulated DEGs	Ex-SZTR:877	All combined	31	124	431	1668	0.623682019984032	PTBP3,SGCE,RHOT1,IGLON5,PTPRO,BTBD2,HM13,RAB8B,GGA3,MIA3,OSBPL3,SMAP2,ACSL4,EPHA6,CACNA2D2,CNKSR2,WASF3,ATP2B3,EPHA7,HMGB1,ATP8A2,MCU,MAGI3,PPP2CB,ZNF326,CLIP1,HADHB,NEGR1,SLC43A2,PDE4DIP,HS6ST2
Up-regulated DEGs	Ex-SZTR:877	Week 2	13	80	179	923	0.812464453766343	ACSL4,JAKMIP2,RHOT1,PSMD11,AGAP3,OSBPL6,ADGRL3,MIB1,MIA3,NRP1,SYT11,PLCB4,PDE4DIP
Up-regulated DEGs	Ex-SZTR:877	Week 3	21	101	236	1300	0.275067783388478	ACSL4,JAKMIP2,ROBO1,PTPRO,BTBD2,AGAP3,POM121C,GGA3,EPHA7,DYNLL2,ADGRL3,MIB1,MIA3,CLIP1,NRP1,HADHB,SYT11,NEGR1,SLC43A2,PRKACB,PDE4DIP
Up-regulated DEGs	Ex-SZTR:877	Week 4	32	76	364	1119	0.0446994396637171	PTBP3,SNPH,IGLON5,ROBO1,PTPRO,BTBD2,SRSF9,PKP4,POM121C,RNPS1,GGA3,MIA3,FLOT1,PAICS,PDCD6IP,ACSL4,CACNA2D2,IQSEC1,CNKSR2,MSI2,WASF3,DLG4,ATP2B3,EPHA7,LRPPRC,ZNF326,PPP2CB,CLIP1,HADHB,NEGR1,SLC43A2,PDE4DIP
Up-regulated DEGs	Ex-SZTR:877	Week 7	49	117	386	1194	0.0142621079024923	RAB35,RET,SGCE,SNPH,IGLON5,PTPRO,BTBD2,HM13,RAB8B,RAB3C,RAB5B,GGA3,OSBPL6,REPS1,RAB21,ADGRL3,DCTN5,MIB1,MIA3,NRP1,SYT11,FLOT1,PAICS,RRAS2,OSBPL3,SMAP2,ACSL4,JAKMIP2,EPHA6,CACNA2D2,IQSEC1,PCLO,DLG4,ATP2B3,EPHA7,ATP8A2,GFRA1,MCU,SRGAP2,MAGI3,RIMS2,CLIP1,HADHB,NEGR1,SLC43A2,MYH14,NF2,PDE4DIP,HS6ST2
Up-regulated DEGs	Ex-SZTR:877	CACNA1C	17	106	300	1465	0.906335316261408	PTBP3,SGCE,PTPRO,NRP1,SYT11,FLOT1,ACSL4,EPHA6,ATP2B3,EPHA7,DYNLL2,ATP8A2,ZNF326,HADHB,SLC43A2,PDE4DIP,HS6ST2
Up-regulated DEGs	Ex-SZTR:877	CUL3	2	27	62	312	0.984122802972546	HM13,SYT11
Up-regulated DEGs	Ex-SZTR:877	HCN1	31	98	363	1225	0.363850053448927	RET,SGCE,KHDRBS3,RHOT1,PTPRO,RAB8B,RAB5B,OSBPL6,REPS1,RAB21,ADGRL3,TENM1,MIA3,SYT11,OSBPL3,SMAP2,ACSL4,JAKMIP2,EPHA6,PCLO,MARK3,ATP2B3,EPHA7,ATP8A2,MCU,MAGI3,CLIP1,SLC43A2,MYH14,PDE4DIP,HS6ST2
Up-regulated DEGs	Ex-SZTR:877	RIMS1	16	44	156	641	0.0444224808826899	PLEKHA5,IQSEC1,PCLO,ERC1,HNRNPU,DDX3X,ELAVL4,YWHAH,RTN1,MIA3,PPP2CB,RIMS2,SYT11,FLOT1,LSAMP,PSMD12
Up-regulated DEGs	Ex-SZTR:877	SYNGAP1	16	75	175	917	0.349506391377392	CACNA2D2,RHOA,RAB35,IQSEC1,KHDRBS3,CNKSR2,IGLON5,WASF3,BTBD2,SRSF9,RAB3C,PKP4,DLG4,GGA3,NEGR1,FLOT1
Up-regulated DEGs	Ex-SZTR:877	TCF4	2	30	26	446	0.536195753454578	HMGB1,NEFH
Up-regulated DEGs	Ex-L2-3:144	All combined	5	13	431	1668	0.226908240467568	DNER,CNKSR2,CLU,EPHA7,BAIAP2
Up-regulated DEGs	Ex-L2-3:144	Week 2	4	15	179	923	0.32858829658903	DNER,ADGRL3,BAIAP2,PRKAR2B
Up-regulated DEGs	Ex-L2-3:144	Week 3	6	16	236	1300	0.0535591039439093	ROBO1,EPHA7,ADGRL3,BAIAP2,ROBO2,TJP1
Up-regulated DEGs	Ex-L2-3:144	Week 4	9	14	364	1119	0.0141824784837831	ROBO1,PKP4,DNER,PTBP2,CNKSR2,CLU,EPHA7,BAIAP2,ROBO2
Up-regulated DEGs	Ex-L2-3:144	Week 7	7	14	386	1194	0.12946214156179	DNER,GNAS,ADGRL3,TJP1,EPHA7,BAIAP2,ROBO2
Up-regulated DEGs	Ex-L2-3:144	CACNA1C	3	12	300	1465	0.458834750453188	DNER,EPHA7,ROBO2
Up-regulated DEGs	Ex-L2-3:144	CUL3	2	7	62	312	0.420607058030815	CAMK2D,GNAS
Up-regulated DEGs	Ex-L2-3:144	HCN1	3	14	363	1225	0.833431521856212	DNER,ADGRL3,EPHA7
Up-regulated DEGs	Ex-L2-3:144	RIMS1	3	8	156	641	0.304436379864974	PLEKHA5,CLU,CAMK2D
Up-regulated DEGs	Ex-L2-3:144	SYNGAP1	5	9	175	917	0.0155707712080594	CNKSR2,PKP4,BAIAP2,LY6H,SYN3
Up-regulated DEGs	Ex-L2-3:144	TCF4	0	3	26	446	1	
Up-regulated DEGs	Ex-L4:71	All combined	3	10	431	1668	0.499752298538593	ATP2B4,CNKSR2,CLU
Up-regulated DEGs	Ex-L4:71	Week 2	3	10	179	923	0.303536452806763	SDK1,MIB1,PRKAR2B
Up-regulated DEGs	Ex-L4:71	Week 3	2	10	236	1300	0.566720241399143	MIB1,ATP2B4
Up-regulated DEGs	Ex-L4:71	Week 4	3	11	364	1119	0.749478653661568	ATP2B4,CNKSR2,CLU
Up-regulated DEGs	Ex-L4:71	Week 7	3	12	386	1194	0.800321772973399	MIB1,ATP2B4,PTGES3
Up-regulated DEGs	Ex-L4:71	CACNA1C	1	11	300	1465	0.920356576102729	ATP2B4
Up-regulated DEGs	Ex-L4:71	CUL3	1	4	62	312	0.589745991113331	EEF1A2
Up-regulated DEGs	Ex-L4:71	HCN1	2	10	363	1225	0.845982233931473	ATP2B4,PTGES3
Up-regulated DEGs	Ex-L4:71	RIMS1	3	7	156	641	0.229082852615794	CLU,GRIP1,FXR1
Up-regulated DEGs	Ex-L4:71	SYNGAP1	2	9	175	917	0.536563922256043	CNKSR2,ATP2B4
Up-regulated DEGs	Ex-L4:71	TCF4	0	2	26	446	1	
Up-regulated DEGs	Ex-L4-5:240	All combined	14	35	431	1668	0.0452327216698232	ARHGEF12,MED12L,ATP2B4,SCN3A,EPHA6,RUNX1T1,CNKSR2,CLU,BAIAP2,CACNB2,NEGR1,FRY,SCN9A,PDE4DIP
Up-regulated DEGs	Ex-L4-5:240	Week 2	6	30	179	923	0.541262617253625	SDK1,ADGRL3,BAIAP2,PRKAR2B,PDE4DIP,FRY
Up-regulated DEGs	Ex-L4-5:240	Week 3	12	30	236	1300	0.00382864057751282	ROBO1,KCTD16,ADGRL3,APP,BAIAP2,NEGR1,ATP2B4,SCN3A,ROBO2,SCN9A,TJP1,PDE4DIP
Up-regulated DEGs	Ex-L4-5:240	Week 4	17	30	364	1119	0.00492855313804222	ARHGEF12,ROBO1,MED12L,MAPRE2,PTBP2,ATP2B4,SCN3A,CNKSR2,CLU,APP,BAIAP2,CACNB2,NEGR1,ROBO2,SCN9A,PDE4DIP,FRY
Up-regulated DEGs	Ex-L4-5:240	Week 7	15	34	386	1194	0.0978261495421178	ADGRL3,LRBA,ATP2B4,SCN3A,PTPRD,TJP1,EPHA6,APP,RIMS2,BAIAP2,NEGR1,FRY,ROBO2,SCN9A,PDE4DIP
Up-regulated DEGs	Ex-L4-5:240	CACNA1C	11	39	300	1465	0.155680180864341	ARHGEF12,MED12L,ATP2B4,SCN3A,PTPRD,EPHA6,APP,CACNB2,ROBO2,SCN9A,PDE4DIP
Up-regulated DEGs	Ex-L4-5:240	CUL3	1	7	62	312	0.791486905839998	EEF1A2
Up-regulated DEGs	Ex-L4-5:240	HCN1	10	35	363	1225	0.619644132676072	ADGRL3,LRBA,TENM1,ATP2B4,SCN3A,PTPRD,EPHA6,FRY,SCN9A,PDE4DIP
Up-regulated DEGs	Ex-L4-5:240	RIMS1	10	21	156	641	0.0155516376604662	PLEKHA5,MYCBP2,CLU,KCTD16,GRIP1,MAPRE2,FXR1,RIMS2,PTPRD,LSAMP
Up-regulated DEGs	Ex-L4-5:240	SYNGAP1	8	24	175	917	0.0684446550439767	CNKSR2,MAPRE2,NCAM2,BAIAP2,NEGR1,ATP2B4,LY6H,SYN3
Up-regulated DEGs	Ex-L4-5:240	TCF4	1	8	26	446	0.383961508607664	RUNX1T1
Up-regulated DEGs	Ex-L5:127	All combined	5	18	431	1668	0.514943861065878	RAB8B,CNKSR2,CLU,MAGI3,NEGR1
Up-regulated DEGs	Ex-L5:127	Week 2	3	18	179	923	0.709774830892267	SDK1,MIB1,PLCB4
Up-regulated DEGs	Ex-L5:127	Week 3	5	18	236	1300	0.215674677969647	ROBO1,APP,MIB1,NEGR1,TJP1
Up-regulated DEGs	Ex-L5:127	Week 4	7	16	364	1119	0.238624929335096	ROBO1,PKP4,MAPRE2,CNKSR2,CLU,APP,NEGR1
Up-regulated DEGs	Ex-L5:127	Week 7	8	20	386	1194	0.302172854428739	RAB8B,GNAS,LRBA,MIB1,TJP1,APP,MAGI3,NEGR1
Up-regulated DEGs	Ex-L5:127	CACNA1C	1	18	300	1465	0.984260040920011	APP
Up-regulated DEGs	Ex-L5:127	CUL3	2	7	62	312	0.420607058030815	GNAS,EEF1A2
Up-regulated DEGs	Ex-L5:127	HCN1	4	19	363	1225	0.861358475482913	RAB8B,LRBA,CLASP1,MAGI3
Up-regulated DEGs	Ex-L5:127	RIMS1	5	9	156	641	0.0427822678686129	PLEKHA5,CLU,GRIP1,MAPRE2,LSAMP
Up-regulated DEGs	Ex-L5:127	SYNGAP1	4	12	175	917	0.180410839341667	CNKSR2,PKP4,MAPRE2,NEGR1
Up-regulated DEGs	Ex-L5:127	TCF4	0	5	26	446	1	
Up-regulated DEGs	Ex-L5-6:78	All combined	2	12	431	1668	0.857564687803318	CNKSR2,CLU
Up-regulated DEGs	Ex-L5-6:78	Week 2	3	10	179	923	0.303536452806763	AGAP3,ADGRL3,AKAP9
Up-regulated DEGs	Ex-L5-6:78	Week 3	3	14	236	1300	0.481065418792191	AGAP3,ADGRL3,AKAP9
Up-regulated DEGs	Ex-L5-6:78	Week 4	2	9	364	1119	0.846360658791152	CNKSR2,CLU
Up-regulated DEGs	Ex-L5-6:78	Week 7	3	12	386	1194	0.800321772973399	GNAS,ADGRL3,RAB6B
Up-regulated DEGs	Ex-L5-6:78	CACNA1C	0	14	300	1465	1	
Up-regulated DEGs	Ex-L5-6:78	CUL3	3	6	62	312	0.0953204037715521	GNAS,HSP90AB1,HSP90AA1
Up-regulated DEGs	Ex-L5-6:78	HCN1	1	10	363	1225	0.970694366616896	ADGRL3
Up-regulated DEGs	Ex-L5-6:78	RIMS1	2	8	156	641	0.617593895705719	CLU,RAB6B
Up-regulated DEGs	Ex-L5-6:78	SYNGAP1	1	10	175	917	0.881073101510485	CNKSR2
Up-regulated DEGs	Ex-L5-6:78	TCF4	0	3	26	446	1	
Up-regulated DEGs	Ex-L5-6CCa:114	All combined	8	20	431	1668	0.117637231614445	DNER,NBEA,ATP6AP1,NAV3,MEF2C,CLU,ATP6V1F,SYN2
Up-regulated DEGs	Ex-L5-6CCa:114	Week 2	3	20	179	923	0.777617290176863	DNER,ADGRL3,PRKAR2B
Up-regulated DEGs	Ex-L5-6CCa:114	Week 3	7	22	236	1300	0.086772881018573	MEF2C,TMEM132A,KCTD16,ADGRL3,ATP6AP1,ATP6V1F,ROBO2
Up-regulated DEGs	Ex-L5-6CCa:114	Week 4	8	19	364	1119	0.252520333554145	TMEM132A,DNER,ATP6AP1,NAV3,CLU,ATP6V1F,ROBO2,SYN2
Up-regulated DEGs	Ex-L5-6CCa:114	Week 7	6	18	386	1194	0.552515460409696	DNER,ADGRL3,NBEA,ATP6AP1,ATP6V1F,ROBO2
Up-regulated DEGs	Ex-L5-6CCa:114	CACNA1C	5	23	300	1465	0.523140144123175	TMEM132A,DNER,MEF2C,ATP6V1F,ROBO2
